GameID,Date,Time,White,WhiteElo,WhiteRatingDiff,Black,BlackElo,BlackRatingDiff,TotalMoves,ECO,Opening,TimeControl,Termination,Result
9385,2024.01.03,09:00:41,JelenaZ,2545,7,Ruoxiax,2580,-6,127,B14,"Caro-Kann Defense: Panov Attack, Fianchetto Defense, Fianchetto Gambit",180+0,Normal,1-0
9386,2024.01.03,09:01:08,tacitua,2486,4,Dukie-iv,2358,-3,85,B12,Caro-Kann Defense,60+0,Time forfeit,1-0
9387,2024.01.03,09:02:01,neysys,1673,-5,svg6201,1676,7,116,B00,Nimzowitsch Defense,180+0,Time forfeit,0-1
9388,2024.01.03,09:02:24,eee1113333,1562,17,DiogoMarta,1595,-9,65,D02,Queen's Pawn Game: Krause Variation,180+2,Normal,1-0
9389,2024.01.03,09:02:49,NextLevel8,2172,-5,ayIdemir,2247,22,34,D14,"Slav Defense: Exchange Variation, Symmetrical Line",180+0,Normal,0-1
9390,2024.01.03,09:03:11,Anastasia_Lev,761,-1,divyanshmisra123,1175,1,92,A00,Hungarian Opening,60+0,Normal,0-1
9391,2024.01.03,09:03:20,virus672,1925,4,Jolly_Pawn,1855,-5,57,A00,Polish Opening: Czech Defense,120+1,Normal,1-0
9392,2024.01.03,09:03:25,Oscar1956-18,1498,6,Tsepper,1464,-5,43,A02,Bird Opening,300+3,Normal,1-0
9393,2024.01.03,09:03:29,Oretalhador,1629,-5,chanakyasayshi,1672,5,34,A06,Zukertort Opening,180+2,Time forfeit,0-1
9394,2024.01.03,09:03:51,haticemg,1133,5,mutaz0,1152,-91,81,B10,Caro-Kann Defense,600+0,Time forfeit,1-0
9395,2024.01.03,09:04:34,Schweinschnauz,2017,-9,Salkiny,1998,6,56,D00,Queen's Pawn Game: Accelerated London System,300+3,Normal,0-1
9396,2024.01.03,09:04:39,ercank12,1520,-7,Amircantplaychess,1464,14,82,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",60+0,Time forfeit,0-1
9397,2024.01.03,09:05:57,Ahassan2,1139,98,mody_h10,1239,-16,19,D00,Queen's Pawn Game: Accelerated London System,600+0,Normal,1-0
9398,2024.01.03,09:06:00,vsevolod2003,2154,6,Dima63-Syzran,2131,-5,71,E38,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",180+0,Normal,1-0
9399,2024.01.03,09:06:30,Nortiga,1241,-21,Robin_Jkl,1250,6,62,C58,"Italian Game: Two Knights Defense, Polerio Defense",300+0,Normal,0-1
9400,2024.01.03,09:07:18,Artem091,914,64,CBA4009_dasshine,868,-6,41,C23,Bishop's Opening,600+5,Time forfeit,1-0
9401,2024.01.03,09:09:16,Kalumba,2040,-10,Leachimstern,2137,4,110,C34,King's Gambit Accepted: Fischer Defense,600+0,Normal,0-1
9402,2024.01.03,09:09:48,Judas44,1228,5,esrazz,1198,-19,37,C60,Ruy Lopez: Cozio Defense,180+2,Normal,1-0
9403,2024.01.03,09:09:53,fermandan,2094,4,ArmanGhevondyanchess,2401,-4,104,B30,Sicilian Defense: Old Sicilian,180+0,Normal,1/2-1/2
9404,2024.01.03,09:10:03,GOMEZ2019,2386,5,anpramon,2351,-5,55,D02,Queen's Pawn Game: Chigorin Variation,180+0,Normal,1-0
9405,2024.01.03,09:10:15,Arion17,1819,-4,Die_schwarze_Witwe,1904,5,56,B20,Sicilian Defense: Bowdler Attack,600+0,Normal,0-1
9406,2024.01.03,09:10:18,Choripanix,1752,-5,Rezek,1800,5,60,A01,Nimzo-Larsen Attack: Modern Variation,600+0,Normal,0-1
9407,2024.01.03,09:10:33,Cherx1,1101,15,KimJungha,1066,-7,65,C20,King's Pawn Game: Leonardis Variation,600+0,Normal,1-0
9408,2024.01.03,09:10:34,SuperCarletes,1500,283,Oversticht,1557,-10,49,B12,"Caro-Kann Defense: Advance Variation, Short Variation",600+5,Normal,1-0
9409,2024.01.03,09:10:39,MasMrad12,1459,6,ihdadz,1429,-5,37,C23,"Bishop's Opening: Calabrese Countergambit, Jaenisch Variation",300+0,Normal,1-0
9410,2024.01.03,09:11:03,PA0401,1950,6,Eitonton,1865,-4,44,C00,French Defense: Wing Gambit,600+0,Normal,1-0
9411,2024.01.03,09:11:14,francois73,1506,-4,PetakchyanKaren,1616,4,62,C47,Four Knights Game: Italian Variation,300+3,Normal,0-1
9412,2024.01.03,09:11:14,AmritNa,1699,-7,Morgan1989,1617,13,52,A22,English Opening: Carls-Bremen System,180+2,Normal,0-1
9413,2024.01.03,09:11:46,Don-Kixot,1528,-4,ab1989,1588,5,46,C23,Bishop's Opening: Boi Variation,600+5,Normal,0-1
9414,2024.01.03,09:11:46,vedANT-Man,1851,-12,passishooter,1795,7,44,B13,Caro-Kann Defense: Exchange Variation,600+5,Normal,0-1
9415,2024.01.03,09:12:41,Mischwald77,1669,5,Mhosseiniht,1611,-5,87,D00,"Queen's Pawn Game: Chigorin Variation, Shaviliuk Gambit",900+3,Time forfeit,1-0
9416,2024.01.03,09:13:26,FFormula,1685,12,Trojanisches_Pferd,1742,-39,69,C48,Four Knights Game: Spanish Variation,900+10,Normal,1-0
9417,2024.01.03,09:13:42,maxmiliano157,1565,7,anon-chess-player,1578,-20,111,C44,King's Knight Opening: Normal Variation,300+3,Normal,1-0
9418,2024.01.03,09:14:29,kernelsnack,1162,-3,Artem20110703,1309,33,62,C47,Four Knights Game: Italian Variation,600+0,Normal,0-1
9419,2024.01.03,09:14:42,zilvalie,1464,-6,SH19VLADIMIR58,1430,12,12,B01,Scandinavian Defense,600+0,Normal,0-1
9420,2024.01.03,09:16:29,Johanniis,1565,7,Almaz_2023,1537,-6,129,B01,Scandinavian Defense: Marshall Variation,300+0,Time forfeit,1-0
9421,2024.01.03,09:16:55,BsyRayy,1176,-6,CaleifAlie,1179,11,78,B01,Scandinavian Defense: Valencian Variation,300+0,Normal,0-1
9422,2024.01.03,09:17:37,seaanhan,1800,-14,Hamiklar,1817,5,66,A04,Zukertort Opening: Black Mustang Defense,300+3,Normal,0-1
9423,2024.01.03,09:17:50,Ermigurt17,1555,5,Blightbuster,1555,-6,35,B10,Caro-Kann Defense: Hillbilly Attack,180+0,Normal,1-0
9424,2024.01.03,09:18:22,stepanovpa,1506,-3,AhmadM20,1500,242,62,C40,King's Pawn Game: Busch-Gass Gambit,600+0,Normal,0-1
9425,2024.01.03,09:18:41,husseinpedram9495,1410,-6,Sergey1601,1430,5,78,B00,Owen Defense,180+2,Time forfeit,0-1
9426,2024.01.03,09:18:45,betmen13,1564,-11,Rimeit,1607,5,30,C45,Scotch Game: Potter Variation,180+2,Normal,0-1
9427,2024.01.03,09:18:51,Joker026,1472,7,KemalKaratas,1525,-6,51,C23,Bishop's Opening,300+0,Normal,1-0
9428,2024.01.03,09:18:58,salmansotoodeh,1608,10,yashar_turk8,1924,-32,47,B43,"Sicilian Defense: Kan Variation, Knight Variation",1500+5,Normal,1-0
9429,2024.01.03,09:19:39,abe_machobane,1769,-6,bajo46,1712,6,62,D06,Queen's Gambit Declined: Marshall Defense,60+0,Time forfeit,0-1
9430,2024.01.03,09:19:58,Joneszin,1968,-5,chroma98,1986,6,64,B20,Sicilian Defense: Bowdler Attack,300+0,Normal,0-1
9431,2024.01.03,09:20:06,pelamdq,994,9,tstad21,1024,-6,19,A43,Benoni Defense: Benoni Gambit Accepted,120+1,Normal,1-0
9432,2024.01.03,09:20:16,versulinho,2206,6,mHKhAzAei,2231,-21,67,B12,Caro-Kann Defense,60+0,Normal,1-0
9433,2024.01.03,09:20:16,Halbseckel,1995,-3,Anant_narayan,2149,3,72,C14,"French Defense: Classical Variation, Rubinstein Variation",600+0,Normal,0-1
9434,2024.01.03,09:20:16,HarrypotterTM,779,-6,Marat_Bekturganov,775,19,40,C20,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",600+0,Normal,0-1
9435,2024.01.03,09:20:29,Babul_Arafat,1687,6,monpierro,1679,-6,33,B12,"Caro-Kann Defense: Advance Variation, Short Variation",600+5,Normal,1-0
9436,2024.01.03,09:20:30,mosa1231,1455,-2,ltzs1403,1710,64,90,B20,Sicilian Defense: Bowdler Attack,300+3,Time forfeit,0-1
9437,2024.01.03,09:20:40,eliasaaron,1985,-7,cristiandersson,1947,6,49,B52,"Sicilian Defense: Moscow Variation, Main Line",600+0,Normal,0-1
9438,2024.01.03,09:21:10,kayumnch,1518,6,pantere2015,1540,-6,71,B20,Sicilian Defense,60+0,Time forfeit,1-0
9439,2024.01.03,09:21:08,venkadesh1985,1755,0,kingpike,1751,0,94,B00,Pirc Defense,300+0,Normal,1/2-1/2
9440,2024.01.03,09:21:18,jheinemann,811,-48,redpotswa,811,18,54,C47,Four Knights Game: Scotch Variation,60+0,Time forfeit,0-1
9441,2024.01.03,09:21:32,gorpark,2078,-11,Rafalv,1644,11,64,A02,Bird Opening,180+0,Normal,0-1
9442,2024.01.03,09:21:34,Andrasdoc,1190,-4,naniricky,1179,151,62,B00,St. George Defense,300+0,Normal,0-1
9443,2024.01.03,09:21:44,suriye,1545,-6,BLNL,1522,7,68,C00,French Defense: Normal Variation,60+0,Normal,0-1
9444,2024.01.03,09:22:26,NatusVinceres,1933,3,ASONINYA1,1479,-1,43,A34,"English Opening: Symmetrical Variation, Three Knights Variation",180+0,Normal,1-0
9445,2024.01.03,09:22:32,Grohotov_UFNS,1789,-4,shrez11,1908,4,92,C42,Russian Game: Three Knights Game,60+0,Time forfeit,0-1
9446,2024.01.03,09:23:22,Umag51,1724,6,vinodim,1755,-7,33,C34,King's Gambit Accepted: King's Knight's Gambit,120+1,Normal,1-0
9447,2024.01.03,09:24:44,Patago,1898,-6,Greybeard23,1889,6,34,B27,Sicilian Defense: Hyperaccelerated Fianchetto,900+10,Normal,0-1
9448,2024.01.03,09:25:22,ku199328,1846,1,RobinLorgan,1869,-1,98,B32,Sicilian Defense: Löwenthal Variation,120+1,Normal,1/2-1/2
9449,2024.01.03,09:25:57,msafidenim254,1445,-5,Notto1,1467,6,50,C20,King's Pawn Game: Leonardis Variation,60+0,Normal,0-1
9450,2024.01.03,09:25:59,bonifaz70,1431,-5,Akram2021,1484,8,76,C45,Scotch Game,300+0,Normal,0-1
9451,2024.01.03,09:26:09,hquan05,1294,50,alphamostapha,1227,-4,57,C25,Vienna Game: Max Lange Defense,600+0,Normal,1-0
9452,2024.01.03,09:26:23,zhuma2408,1295,5,Oliveoyl168,1238,-5,77,B00,Nimzowitsch Defense,60+0,Time forfeit,1-0
9453,2024.01.03,09:27:38,BEJBEJBEJ,968,-8,GrzesiekG,981,6,43,A45,Indian Defense: Pawn Push Variation,300+3,Normal,0-1
9454,2024.01.03,09:28:39,Hahavsnsjimgod,1567,-14,arashbordbar,1565,6,36,C42,Russian Game,180+2,Normal,0-1
9455,2024.01.03,09:29:10,APugachevskiy,1641,-6,rb0911,1659,5,110,B13,Caro-Kann Defense: Exchange Variation,300+3,Normal,0-1
9456,2024.01.03,09:29:29,mateitscheckmate,1072,6,heavyriden,1110,-7,15,C54,"Italian Game: Classical Variation, Giuoco Pianissimo, with h6",300+0,Normal,1-0
9457,2024.01.03,09:29:24,NotmeNotHermoineYOU,2281,6,lvl99cooking,2260,-5,43,B90,Sicilian Defense: Najdorf Variation,180+0,Normal,1-0
9458,2024.01.03,09:29:48,Riwjvrux,1422,-48,zen-extrico,1419,5,66,C51,"Italian Game: Evans Gambit, Paulsen Variation",300+0,Normal,0-1
9459,2024.01.03,09:29:54,unforgive,1504,6,rose1910,1524,-6,89,C20,King's Pawn Game: Leonardis Variation,600+0,Normal,1-0
9460,2024.01.03,09:30:56,Alwayscelebrate,2009,5,LK-Tiki,1984,-6,81,B08,"Pirc Defense: Classical Variation, Schlechter Variation",300+3,Normal,1-0
9461,2024.01.03,09:30:33,Cossdead,1487,-5,matmon695,1558,4,78,A45,Trompowsky Attack,180+2,Normal,0-1
9462,2024.01.03,09:30:46,PaikusePK,1799,5,imagineyesterday1960,1773,-6,83,B20,Sicilian Defense: Mengarini Variation,180+2,Normal,1-0
9463,2024.01.03,09:31:05,NCTEKN,1310,-5,shakume,1347,6,90,D01,Richter-Veresov Attack,300+3,Normal,0-1
9464,2024.01.03,09:31:31,Mkarbalaee,1383,-7,YEmrahDurak,1295,7,40,C40,Elephant Gambit: Paulsen Countergambit,300+1,Time forfeit,0-1
9465,2024.01.03,09:33:28,Fedyashka778,1328,5,mahdikhaje81,1283,-5,41,C50,Italian Game: Anti-Fried Liver Defense,180+0,Normal,1-0
9466,2024.01.03,09:33:38,MarquesJA,1719,-10,amirali20009,1389,18,94,D30,Queen's Gambit Declined,300+0,Normal,0-1
9467,2024.01.03,09:34:40,Charlievanhotten,1909,17,semson1,2057,-8,45,C53,Italian Game: Classical Variation,300+0,Normal,1-0
9468,2024.01.03,09:34:50,DavidBoros,1884,16,stefan1968,1927,-6,33,C01,French Defense: Exchange Variation,180+2,Normal,1-0
9469,2024.01.03,09:35:03,giosans,571,-3,MohgazAMEd_2O07,714,11,34,B01,Scandinavian Defense,300+3,Normal,0-1
9470,2024.01.03,09:36:11,dim-sin,1604,-6,GivenMgivivi,1629,6,50,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",600+0,Normal,0-1
9471,2024.01.03,09:36:31,Remo_95,1480,-6,vines,1482,7,56,A16,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",60+0,Normal,0-1
9472,2024.01.03,09:36:48,johnnycache,916,-6,GowthamAlan,900,31,78,A40,Horwitz Defense,300+0,Time forfeit,0-1
9473,2024.01.03,09:37:06,Riazthechessmaker,1632,-4,andreikuzminmassage,1690,5,52,A00,Hungarian Opening: Reversed Modern Defense,600+0,Normal,0-1
9474,2024.01.03,09:37:20,Cleffy,1572,141,Rooka777,1611,-5,59,A40,Queen's Pawn Game,600+0,Normal,1-0
9475,2024.01.03,09:37:37,Geierlamm,1941,6,LaDamaRoja,1933,-5,101,B13,"Caro-Kann Defense: Panov Attack, Modern Defense, Mieses Line",300+3,Normal,1-0
9476,2024.01.03,09:38:14,Fabian362,1063,10,Noritcin_Ivan,1058,-5,75,D02,Queen's Pawn Game: Chigorin Variation,600+0,Normal,1-0
9477,2024.01.03,09:38:36,Babken1984,1632,5,chaturanga-chatrang,1591,-5,17,C21,Danish Gambit Accepted,180+2,Normal,1-0
9478,2024.01.03,09:39:02,balibber,1310,-25,yurentiy,1288,14,58,C68,Ruy Lopez: Exchange Variation,600+5,Normal,0-1
9479,2024.01.03,09:39:06,Solomikieee,1697,4,gotzzzz,1572,-5,69,C24,Bishop's Opening: Berlin Defense,600+0,Normal,1-0
9480,2024.01.03,09:39:15,giorgiqvabuleli,2069,0,Sojarev,2065,0,122,E11,Bogo-Indian Defense: Grünfeld Variation,600+5,Normal,1/2-1/2
9481,2024.01.03,09:39:27,NLD_LOL127,788,14,Ahmad888_8,823,-6,41,C44,King's Knight Opening: Normal Variation,300+3,Time forfeit,1-0
9482,2024.01.03,09:40:53,GeoffreyH,1255,-15,Sorrowfully,1329,10,108,C00,French Defense: Mediterranean Defense,180+2,Normal,0-1
9483,2024.01.03,09:42:38,Mohammad11218532,1787,-5,flyingrobo42,1795,5,104,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,300+0,Normal,0-1
9484,2024.01.03,09:42:52,akin_si14,1420,-4,Alibek2023,1415,194,54,C20,King's Pawn Game: Leonardis Variation,3600+0,Normal,0-1
9485,2024.01.03,09:43:14,nomideusz,1454,7,Qwabe021,1516,-28,109,D00,Queen's Pawn Game,300+0,Time forfeit,1-0
9486,2024.01.03,09:43:27,panji_KBPL,2185,-6,luk_KBPL,2206,5,74,C11,French Defense: Burn Variation,300+0,Normal,0-1
9487,2024.01.03,09:44:06,Qiushui7,1144,10,kalenji02,1114,-5,47,B00,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",300+0,Normal,1-0
9488,2024.01.03,09:44:21,heresy-myself,1383,5,Napoleon333,1328,-5,39,C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",180+0,Normal,1-0
9489,2024.01.03,09:44:34,Vico05,1746,-11,Bledideep,1766,5,98,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",300+3,Normal,0-1
9490,2024.01.03,09:44:33,s1mpl6o,1556,-3,ChoMatTayMaiTim,1826,2,66,C41,Philidor Defense: Exchange Variation,300+0,Time forfeit,0-1
9491,2024.01.03,09:45:40,MaloMahler,762,-15,sayyedmahdi_m,884,5,24,D02,Queen's Pawn Game: Zukertort Variation,600+0,Normal,0-1
9492,2024.01.03,09:45:41,papalloneta,1932,6,kamimm66,1932,-6,83,D02,Queen's Pawn Game: Zukertort Variation,300+0,Time forfeit,1-0
9493,2024.01.03,09:46:11,Michael_Los,1810,-5,morsalinimran05,1847,10,58,C68,Ruy Lopez: Exchange Variation,600+0,Normal,0-1
9494,2024.01.03,09:46:35,Acrazy_doctor1836,1782,7,haghighi1339hassan,1850,-7,62,D53,Queen's Gambit Declined,600+0,Normal,1-0
9495,2024.01.03,09:47:05,Adel48,2061,-7,Amir2AV,2035,6,66,B10,Caro-Kann Defense: Hillbilly Attack,180+0,Normal,0-1
9496,2024.01.03,09:47:05,tripok,2381,8,sheffff,2488,-7,89,B15,Caro-Kann Defense: Main Line,180+0,Time forfeit,1-0
9497,2024.01.03,09:47:06,atigla,2062,7,Dmitri1981,2083,-6,123,B06,Modern Defense: Standard Defense,300+0,Normal,1-0
9498,2024.01.03,09:47:35,vinuthit,1217,-13,kuyaRJ0i,1138,28,72,C47,Four Knights Game: Italian Variation,600+0,Normal,0-1
9499,2024.01.03,09:48:10,Oncegood,2354,5,PetitPoisson,2329,-6,56,A45,Indian Defense,180+2,Normal,1-0
9500,2024.01.03,09:48:13,dik876,1644,-6,kudusmirko,1572,7,74,C00,French Defense: La Bourdonnais Variation,300+3,Normal,0-1
9501,2024.01.03,09:48:37,fnch_ttng,1771,-31,MahaAvatarBabaji,1865,46,59,A00,Hungarian Opening,1800+0,Normal,0-1
9502,2024.01.03,09:48:57,konkrolewski1,1760,6,AlBundy21,1680,-8,77,C41,Philidor Defense,3600+15,Normal,1-0
9503,2024.01.03,09:49:26,AndyG666,2067,-5,Bebeen13,2102,5,78,C56,"Italian Game: Scotch Gambit, Max Lange Attack",600+5,Normal,0-1
9504,2024.01.03,09:49:23,Hartoni87,1948,-7,raifcoskun1985,1938,5,110,C47,Four Knights Game: Italian Variation,300+0,Time forfeit,0-1
9505,2024.01.03,09:49:37,fiorebello,1262,6,varunpikachu,1232,-5,55,A40,Queen's Pawn Game,60+0,Normal,1-0
9506,2024.01.03,09:50:05,fjodor711949,2216,-7,Cajanov82,2113,7,48,E21,Nimzo-Indian Defense: Three Knights Variation,300+3,Normal,0-1
9507,2024.01.03,09:50:54,filip_yordanov,1632,-4,Gandalf14,1764,4,72,D31,Semi-Slav Defense: Noteboom Variation,300+0,Normal,0-1
9508,2024.01.03,09:52:29,EdgarPetrovich,2358,-5,Terminator1chess,2394,5,156,A07,King's Indian Attack,120+1,Time forfeit,0-1
9509,2024.01.03,09:52:54,fgeo84,1689,7,xeradd,1713,-6,47,B01,Scandinavian Defense: Panov Transfer,60+0,Normal,1-0
9510,2024.01.03,09:54:19,eZuSs,1336,-6,gitbyq-Zakhu1-jyrpit,1361,6,108,D04,Queen's Pawn Game: Colle System,600+0,Time forfeit,0-1
9511,2024.01.03,09:54:26,matao76,1848,0,aconquija,1844,0,60,C46,Three Knights Opening,300+3,Normal,1/2-1/2
9512,2024.01.03,09:54:33,moran974,1734,-4,Ed1996h,1796,6,40,A46,"Queen's Pawn Game: Veresov Attack, Classical Defense",300+0,Normal,0-1
9513,2024.01.03,09:54:34,God_save_the_King,1378,-11,Abonent_257,960,11,64,D00,Queen's Pawn Game,60+1,Normal,0-1
9514,2024.01.03,09:56:08,hamidasgari,1732,-6,kahkoh,1709,6,80,A40,Horwitz Defense,180+0,Normal,0-1
9515,2024.01.03,09:56:26,tinuz0920,1184,16,striker_7,1196,-6,49,B01,Scandinavian Defense: Mieses-Kotroc Variation,600+0,Normal,1-0
9516,2024.01.03,09:56:27,Aboriyad69,1243,-5,Adexor,1299,5,74,D00,Queen's Pawn Game: Accelerated London System,300+3,Normal,0-1
9517,2024.01.03,09:56:33,Black95,2469,34,infernal1205,2351,-4,41,C50,"Italian Game: Classical Variation, Albin Gambit",600+0,Normal,1-0
9518,2024.01.03,09:58:09,zjada,1078,-6,emirp41,1066,6,38,A00,Hungarian Opening,180+0,Normal,0-1
9519,2024.01.03,09:58:14,Mnaeim7,1563,5,AlexanderOdintsov55,1558,-6,89,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,600+5,Normal,1-0
9520,2024.01.03,09:59:21,Avtandilov,594,-4,jayesh9912114323,723,7,36,B00,Nimzowitsch Defense,300+3,Normal,0-1
9521,2024.01.03,09:59:55,Wb1999,1432,5,xPoldo,1420,-5,55,C45,Scotch Game,120+1,Time forfeit,1-0
9522,2024.01.03,10:00:30,IkejaGm,1909,5,maxxxus,1885,-6,41,A40,Queen's Pawn Game,60+0,Normal,1-0
9523,2024.01.03,10:00:47,ivan_copas,1309,-6,stevensprincet,1309,6,58,C41,Philidor Defense,300+0,Normal,0-1
9524,2024.01.03,10:01:17,LAB66,1332,6,borkor,1366,-6,45,B32,Sicilian Defense: Open,180+2,Normal,1-0
9525,2024.01.03,10:01:21,bodoque50,2526,5,Graukater,2500,-5,77,A40,Queen's Pawn Game: Modern Defense,180+0,Time forfeit,1-0
9526,2024.01.03,10:02:29,JCDaBoss,1302,-6,stefanngo,1297,6,58,D02,Queen's Pawn Game: Krause Variation,120+1,Normal,0-1
9527,2024.01.03,10:02:34,franciscoelvyn,1004,-130,nasadil,882,88,44,C41,Philidor Defense,1800+0,Normal,0-1
9528,2024.01.03,10:02:49,Rajveer-Sanap,1856,13,Allez-vousF,1803,-5,19,B01,Scandinavian Defense: Marshall Variation,600+5,Normal,1-0
9529,2024.01.03,10:02:49,Danujisenulya,935,-16,subash_119301,1021,21,52,C23,Bishop's Opening,600+0,Normal,0-1
9530,2024.01.03,10:03:05,Own_light,1162,-7,sovorovka,1036,44,27,B50,Sicilian Defense,900+10,Normal,0-1
9531,2024.01.03,10:03:26,kensai2012,1737,-5,Lone_Starr,1735,5,114,B00,Nimzowitsch Defense: French Connection,300+0,Normal,0-1
9532,2024.01.03,10:03:43,SaiYAmK,1417,11,sobolas,1406,-6,55,A00,Van't Kruijs Opening,300+0,Normal,1-0
9533,2024.01.03,10:04:59,Tjark_tri,1033,132,Ayan111,1160,-13,49,D00,Queen's Pawn Game: Accelerated London System,600+5,Time forfeit,1-0
9534,2024.01.03,10:05:04,erre1365,1012,-4,VinceBEL974,1096,123,48,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",600+0,Normal,0-1
9535,2024.01.03,10:05:29,mBrown13,1565,6,jakobaa,1567,-8,73,B08,Pirc Defense: Classical Variation,180+2,Normal,1-0
9536,2024.01.03,10:05:33,shidfar2007,2511,-8,pobeda01,2440,7,50,C63,Ruy Lopez: Schliemann Defense,600+0,Normal,0-1
9537,2024.01.03,10:05:40,izy_10,1767,0,Barantus,1760,0,82,B12,"Caro-Kann Defense: Advance Variation, Short Variation",300+0,Normal,1/2-1/2
9538,2024.01.03,10:06:30,badalsaini01,942,-6,El_Professor_00321,1073,9,92,C20,King's Pawn Game: King's Head Opening,300+0,Time forfeit,0-1
9539,2024.01.03,10:06:33,Nishad22,1592,7,Zenticx56,1693,-26,49,A40,Queen's Pawn Game: Modern Defense,600+5,Normal,1-0
9540,2024.01.03,10:06:49,yumutwo,1697,11,vladimir1948,1748,-7,107,B01,Scandinavian Defense: Blackburne Gambit,300+3,Time forfeit,1-0
9541,2024.01.03,10:07:19,FishNChips_10,1191,5,S_SOFiA_8,1160,-6,54,C45,Scotch Game,900+10,Normal,1-0
9542,2024.01.03,10:08:39,viento-de-poniente,2392,1,blueberry60,2105,-2,87,A37,"English Opening: Symmetrical Variation, Three Knights, Fianchetto Variation",180+0,Normal,1-0
9543,2024.01.03,10:08:38,mrahimi22,845,-4,Arsray,954,4,36,A40,English Defense,600+0,Normal,0-1
9544,2024.01.03,10:08:43,Gyoegy,2112,-8,Andreasbobby,1986,8,41,A45,Trompowsky Attack,300+3,Normal,0-1
9545,2024.01.03,10:08:59,CHETBAT,1498,5,Karthik00004,1449,-5,61,A28,"English Opening: King's English Variation, Four Knights Variation, Quiet Line",600+0,Normal,1-0
9546,2024.01.03,10:09:18,wesjasper,2247,-1,spirit_of_light,2211,0,90,C44,"Scotch Game: Scotch Gambit, London Defense",300+3,Normal,1/2-1/2
9547,2024.01.03,10:09:19,Pavel_Zykov_05_05,1986,8,werkzeug,2035,-6,41,D57,"Queen's Gambit Declined: Lasker Defense, Main Line",300+0,Normal,1-0
9548,2024.01.03,10:09:22,BlackpinkChesirecat,1938,-6,Charming_Marak,1903,6,48,B50,Sicilian Defense: Modern Variations,180+0,Normal,0-1
9549,2024.01.03,10:09:22,MikhailP51,1819,7,pushingthrough,1890,-6,85,B15,Caro-Kann Defense: Campomanes Attack,600+0,Normal,1-0
9550,2024.01.03,10:09:26,xalonewzad,2085,6,android1234,2069,-6,55,A00,Mieses Opening,60+0,Normal,1-0
9551,2024.01.03,10:09:27,wogus7603,1065,7,WarPig318,1059,-8,17,C50,Italian Game: Paris Defense,300+0,Normal,1-0
9552,2024.01.03,10:09:53,MarceloTre,1581,5,cewlig,1546,-5,41,D02,Queen's Pawn Game: Chigorin Variation,60+0,Normal,1-0
9553,2024.01.03,10:09:56,cagriyldrm,1568,-5,hamidrezarezvani,1568,5,44,C50,Italian Game: Anti-Fried Liver Defense,300+0,Normal,0-1
9554,2024.01.03,10:10:27,Mark_Molhanov,1766,21,Rabrahem,1726,-5,59,C02,French Defense: Advance Variation,600+0,Normal,1-0
9555,2024.01.03,10:10:30,anton_oldnavy,1618,-4,BEKTOP,1676,5,54,C20,King's Pawn Game: Leonardis Variation,180+2,Normal,0-1
9556,2024.01.03,10:10:39,Parjun,2005,1,ManthanBokde,1376,-1,25,C11,"French Defense: Classical Variation, Burn Variation, Morozevich Line",600+0,Time forfeit,1-0
9557,2024.01.03,10:11:33,arbas,1891,5,Boobalas,1868,-6,29,D64,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack",300+3,Time forfeit,1-0
9558,2024.01.03,10:11:56,skoczuslaw,983,-13,StrawberryJanna,1132,4,58,B01,Scandinavian Defense: Mieses-Kotroc Variation,180+2,Normal,0-1
9559,2024.01.03,10:12:05,prentice_sloth,1977,5,zualachhangte,1922,-5,101,D15,Slav Defense: Three Knights Variation,180+2,Normal,1-0
9560,2024.01.03,10:12:05,Infinite2021,1981,2,silocham1234,1733,-2,83,A46,Indian Defense: Knights Variation,60+0,Time forfeit,1-0
9561,2024.01.03,10:12:07,seseliz,1606,-4,Vladas27,1670,5,86,D00,Queen's Pawn Game: Chigorin Variation,60+0,Normal,0-1
9562,2024.01.03,10:12:15,VolodymyrKarpinskii,1560,6,gLeB228811,1565,-8,69,A30,English Opening: Symmetrical Variation,300+0,Time forfeit,1-0
9563,2024.01.03,10:12:59,sergey2507,1728,-1,Allii88,1652,1,137,B30,Sicilian Defense: Old Sicilian,300+3,Normal,1/2-1/2
9564,2024.01.03,10:13:17,AlexD64,2592,-6,Lector118,2578,6,124,B32,Sicilian Defense: Löwenthal Variation,180+0,Time forfeit,0-1
9565,2024.01.03,10:13:30,nasadil,888,5,Adkhadekar,815,-7,48,B01,Scandinavian Defense,900+6,Normal,1-0
9566,2024.01.03,10:13:43,yPjetjaUwU,1317,-8,renez1000,1320,6,54,B12,Caro-Kann Defense,60+0,Normal,0-1
